Timestamp,Score,Tangram URL,Solution,Question Id
3/21/2020 16:06:57,,https://image.jimcdn.com/app/cms/image/transf/none/path/sb0abad0b84d20c80/image/i643e1b9cfaf31783/version/1417538727/tangram-supertanker.png,"{""MoveShapeSequence"":[3,1,2,5,4,5,6,7],""SevenShapeInfo"":[{""shapeId"":1,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":-4.0,""y"":0.8000000715255737},""shapePositionIds"":{""x"":-40.0,""y"":8.0},""shapeRotation"":{""x"":44.99998474121094,""y"":90.0,""z"":90.0},""shapeRotationId"":6},{""shapeId"":2,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":-2.9000000953674318,""y"":-0.19999998807907105},""shapePositionIds"":{""x"":-29.0,""y"":-2.0},""shapeRotation"":{""x"":315.0,""y"":90.0,""z"":270.0},""shapeRotationId"":18},{""shapeId"":3,""shapeType"":3,""rotationType"":0,""shapePosition"":{""x"":-3.4000000953674318,""y"":1.6000001430511475},""shapePositionIds"":{""x"":-34.0,""y"":16.0},""shapeRotation"":{""x"":0.000008537736903235782,""y"":90.0,""z"":270.0},""shapeRotationId"":3},{""shapeId"":4,""shapeType"":4,""rotationType"":0,""shapePosition"":{""x"":-1.399999976158142,""y"":0.30000001192092898},""shapePositionIds"":{""x"":-14.0,""y"":3.0},""shapeRotation"":{""x"":314.9999694824219,""y"":270.0,""z"":270.0},""shapeRotationId"":6},{""shapeId"":5,""shapeType"":1,""rotationType"":0,""shapePosition"":{""x"":0.09999999403953552,""y"":1.2000000476837159},""shapePositionIds"":{""x"":1.0,""y"":12.0},""shapeRotation"":{""x"":45.0,""y"":270.0,""z"":90.00000762939453},""shapeRotationId"":6},{""shapeId"":6,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":2.200000047683716,""y"":-0.19999998807907105},""shapePositionIds"":{""x"":22.0,""y"":-2.0},""shapeRotation"":{""x"":315.0,""y"":90.0,""z"":270.0},""shapeRotationId"":18},{""shapeId"":7,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":4.300000190734863,""y"":1.7999999523162842},""shapePositionIds"":{""x"":43.0,""y"":18.0},""shapeRotation"":{""x"":45.000003814697269,""y"":90.0,""z"":90.0},""shapeRotationId"":6}]}",319
10/27/2020 14:20:16,,https://image.jimcdn.com/app/cms/image/transf/none/path/sb0abad0b84d20c80/image/ie9c21b2aea929eee/version/1407185538/tangram-waiter.png,"{""MoveShapeSequence"":[7,6,4,5,2,3,2,1,3],""SevenShapeInfo"":[{""shapeId"":1,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":-2.700000047683716,""y"":2.700000047683716},""shapePositionIds"":{""x"":-27.0,""y"":27.0},""shapeRotation"":{""x"":45.00001525878906,""y"":90.0,""z"":90.0},""shapeRotationId"":6},{""shapeId"":2,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":-1.7999999523162842,""y"":1.7000000476837159},""shapePositionIds"":{""x"":-18.0,""y"":17.0},""shapeRotation"":{""x"":45.000003814697269,""y"":270.0,""z"":90.0},""shapeRotationId"":6},{""shapeId"":3,""shapeType"":3,""rotationType"":0,""shapePosition"":{""x"":0.19999998807907105,""y"":3.700000286102295},""shapePositionIds"":{""x"":2.0,""y"":37.0},""shapeRotation"":{""x"":314.9999694824219,""y"":270.0,""z"":90.0},""shapeRotationId"":0},{""shapeId"":4,""shapeType"":4,""rotationType"":0,""shapePosition"":{""x"":1.7000000476837159,""y"":-1.8000000715255738},""shapePositionIds"":{""x"":17.0,""y"":-18.0},""shapeRotation"":{""x"":45.000022888183597,""y"":270.0,""z"":270.0},""shapeRotationId"":0},{""shapeId"":5,""shapeType"":1,""rotationType"":0,""shapePosition"":{""x"":1.2000000476837159,""y"":-3.299999952316284},""shapePositionIds"":{""x"":12.0,""y"":-33.0},""shapeRotation"":{""x"":90.0,""y"":180.0,""z"":0.0},""shapeRotationId"":3},{""shapeId"":6,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":1.2000000476837159,""y"":0.7000000476837158},""shapePositionIds"":{""x"":12.0,""y"":7.0},""shapeRotation"":{""x"":44.999961853027347,""y"":270.0,""z"":90.0},""shapeRotationId"":6},{""shapeId"":7,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":0.19999998807907105,""y"":0.7000000476837158},""shapePositionIds"":{""x"":2.0,""y"":7.0},""shapeRotation"":{""x"":315.0000305175781,""y"":270.0,""z"":270.0},""shapeRotationId"":18}]}",178
3/13/2020 11:52:55,,https://image.jimcdn.com/app/cms/image/transf/none/path/sb0abad0b84d20c80/image/i7ff5edbf37b02aa9/version/1407216686/tangram-eight.png,"{""MoveShapeSequence"":[6,5,1,3,2,1,2,4,6,7,3,7],""SevenShapeInfo"":[{""shapeId"":1,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":-0.8999999761581421,""y"":3.1000001430511476},""shapePositionIds"":{""x"":-9.0,""y"":31.0},""shapeRotation"":{""x"":270.0,""y"":0.000013281599422043655,""z"":0.0},""shapeRotationId"":15},{""shapeId"":2,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":0.5,""y"":3.1000001430511476},""shapePositionIds"":{""x"":5.0,""y"":31.0},""shapeRotation"":{""x"":-0.000015367926607723348,""y"":270.0,""z"":90.0},""shapeRotationId"":9},{""shapeId"":3,""shapeType"":3,""rotationType"":0,""shapePosition"":{""x"":-0.8999999761581421,""y"":-2.200000047683716},""shapePositionIds"":{""x"":-9.0,""y"":-22.0},""shapeRotation"":{""x"":270.0,""y"":180.0,""z"":0.0},""shapeRotationId"":3},{""shapeId"":4,""shapeType"":4,""rotationType"":0,""shapePosition"":{""x"":-0.19999998807907105,""y"":1.7000000476837159},""shapePositionIds"":{""x"":-2.0,""y"":17.0},""shapeRotation"":{""x"":-0.000017075473806471564,""y"":90.0,""z"":90.0},""shapeRotationId"":3},{""shapeId"":5,""shapeType"":1,""rotationType"":0,""shapePosition"":{""x"":-1.6000001430511475,""y"":2.4000000953674318},""shapePositionIds"":{""x"":-16.0,""y"":24.0},""shapeRotation"":{""x"":45.000022888183597,""y"":270.0,""z"":270.0},""shapeRotationId"":12},{""shapeId"":6,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":-1.6000001430511475,""y"":-1.0},""shapePositionIds"":{""x"":-16.0,""y"":-10.0},""shapeRotation"":{""x"":315.0,""y"":270.0,""z"":90.0},""shapeRotationId"":12},{""shapeId"":7,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":-0.19999998807907105,""y"":-1.0},""shapePositionIds"":{""x"":-2.0,""y"":-10.0},""shapeRotation"":{""x"":45.00001525878906,""y"":90.0,""z"":270.0},""shapeRotationId"":0}]}",134
10/27/2020 14:14:03,,https://image.jimcdn.com/app/cms/image/transf/none/path/sb0abad0b84d20c80/image/ibdfbcddf970f77e1/version/1407178555/tangram-arrow-3.png,"{""MoveShapeSequence"":[7,6,4,6,2,3,4,2,4,2,4,1,5,4,5,4,5],""SevenShapeInfo"":[{""shapeId"":1,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":1.0,""y"":1.3000000715255738},""shapePositionIds"":{""x"":10.0,""y"":13.0},""shapeRotation"":{""x"":60.000003814697269,""y"":90.0,""z"":90.0},""shapeRotationId"":7},{""shapeId"":2,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":2.4000000953674318,""y"":-1.100000023841858},""shapePositionIds"":{""x"":24.0,""y"":-11.0},""shapeRotation"":{""x"":30.000024795532228,""y"":270.0,""z"":270.0},""shapeRotationId"":13},{""shapeId"":3,""shapeType"":3,""rotationType"":0,""shapePosition"":{""x"":1.7000000476837159,""y"":0.10000002384185791},""shapePositionIds"":{""x"":17.0,""y"":1.0},""shapeRotation"":{""x"":30.000015258789064,""y"":270.0,""z"":270.0},""shapeRotationId"":1},{""shapeId"":4,""shapeType"":4,""rotationType"":0,""shapePosition"":{""x"":0.699999988079071,""y"":1.7999999523162842},""shapePositionIds"":{""x"":7.0,""y"":18.0},""shapeRotation"":{""x"":60.000003814697269,""y"":90.0,""z"":90.0},""shapeRotationId"":7},{""shapeId"":5,""shapeType"":1,""rotationType"":0,""shapePosition"":{""x"":1.899999976158142,""y"":1.0},""shapePositionIds"":{""x"":19.0,""y"":10.0},""shapeRotation"":{""x"":15.000053405761719,""y"":90.0,""z"":270.0},""shapeRotationId"":22},{""shapeId"":6,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":-0.6000000238418579,""y"":-0.4000000059604645},""shapePositionIds"":{""x"":-6.0,""y"":-4.0},""shapeRotation"":{""x"":29.99995994567871,""y"":270.0,""z"":90.0},""shapeRotationId"":7},{""shapeId"":7,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":-0.6000000238418579,""y"":-0.30000001192092898},""shapePositionIds"":{""x"":-6.0,""y"":-3.0},""shapeRotation"":{""x"":330.0,""y"":90.0,""z"":270.0},""shapeRotationId"":19}]}",154
3/21/2020 15:32:20,,https://image.jimcdn.com/app/cms/image/transf/none/path/sb0abad0b84d20c80/image/i458a7e0dec64b520/version/1407185124/tangram-sea-lion.png,"{""MoveShapeSequence"":[5,3,6,2,1,4,7,1],""SevenShapeInfo"":[{""shapeId"":1,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":2.6000001430511476,""y"":0.5},""shapePositionIds"":{""x"":26.0,""y"":5.0},""shapeRotation"":{""x"":29.999998092651368,""y"":90.0,""z"":90.0},""shapeRotationId"":5},{""shapeId"":2,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":-2.700000047683716,""y"":1.0},""shapePositionIds"":{""x"":-27.0,""y"":10.0},""shapeRotation"":{""x"":299.9999694824219,""y"":90.0,""z"":90.0},""shapeRotationId"":23},{""shapeId"":3,""shapeType"":3,""rotationType"":0,""shapePosition"":{""x"":-1.9000000953674317,""y"":2.299999952316284},""shapePositionIds"":{""x"":-19.0,""y"":23.0},""shapeRotation"":{""x"":60.000003814697269,""y"":270.0,""z"":89.99998474121094},""shapeRotationId"":5},{""shapeId"":4,""shapeType"":4,""rotationType"":0,""shapePosition"":{""x"":-3.1000001430511476,""y"":0.30000001192092898},""shapePositionIds"":{""x"":-31.0,""y"":3.0},""shapeRotation"":{""x"":60.00001525878906,""y"":270.0,""z"":270.0},""shapeRotationId"":11},{""shapeId"":5,""shapeType"":1,""rotationType"":0,""shapePosition"":{""x"":-2.1000001430511476,""y"":3.299999952316284},""shapePositionIds"":{""x"":-21.0,""y"":33.0},""shapeRotation"":{""x"":345.0,""y"":89.99999237060547,""z"":270.0},""shapeRotationId"":20},{""shapeId"":6,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":-0.40000003576278689,""y"":0.6000000238418579},""shapePositionIds"":{""x"":-4.0,""y"":6.0},""shapeRotation"":{""x"":60.000030517578128,""y"":270.0,""z"":270.0},""shapeRotationId"":11},{""shapeId"":7,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":1.100000023841858,""y"":0.5},""shapePositionIds"":{""x"":11.0,""y"":5.0},""shapeRotation"":{""x"":75.0,""y"":89.99996948242188,""z"":89.99996948242188},""shapeRotationId"":8}]}",220
3/13/2020 15:25:40,,https://raw.githubusercontent.com/yizhouzhao/Tangram/master/Tangram/Assets/Resources/Problems/9.png,"{""MoveShapeSequence"":[6,7,1,3,2,5,4],""SevenShapeInfo"":[{""shapeId"":1,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":-1.9000000953674317,""y"":-1.899999976158142},""shapePositionIds"":{""x"":-19.0,""y"":-19.0},""shapeRotation"":{""x"":314.9999694824219,""y"":90.0,""z"":90.0},""shapeRotationId"":0},{""shapeId"":2,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":0.19999998807907105,""y"":2.1000001430511476},""shapePositionIds"":{""x"":2.0,""y"":21.0},""shapeRotation"":{""x"":45.00001525878906,""y"":270.0,""z"":270.0},""shapeRotationId"":12},{""shapeId"":3,""shapeType"":3,""rotationType"":0,""shapePosition"":{""x"":-0.8999999761581421,""y"":-2.9000000953674318},""shapePositionIds"":{""x"":-9.0,""y"":-29.0},""shapeRotation"":{""x"":315.0,""y"":90.0,""z"":270.0},""shapeRotationId"":0},{""shapeId"":4,""shapeType"":4,""rotationType"":0,""shapePosition"":{""x"":-0.7000000476837158,""y"":4.400000095367432},""shapePositionIds"":{""x"":-7.0,""y"":44.0},""shapeRotation"":{""x"":45.00001525878906,""y"":270.0,""z"":90.0},""shapeRotationId"":-6},{""shapeId"":5,""shapeType"":1,""rotationType"":0,""shapePosition"":{""x"":-0.8000000715255737,""y"":3.5},""shapePositionIds"":{""x"":-8.0,""y"":35.0},""shapeRotation"":{""x"":45.0,""y"":270.0,""z"":90.0},""shapeRotationId"":6},{""shapeId"":6,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":-1.9000000953674317,""y"":1.100000023841858},""shapePositionIds"":{""x"":-19.0,""y"":11.0},""shapeRotation"":{""x"":44.999996185302737,""y"":90.0,""z"":270.0},""shapeRotationId"":0},{""shapeId"":7,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":0.19999998807907105,""y"":-0.8999999761581421},""shapePositionIds"":{""x"":2.0,""y"":-9.0},""shapeRotation"":{""x"":314.9999694824219,""y"":270.0,""z"":90.0},""shapeRotationId"":12}]}",8
3/13/2020 11:47:39,,https://image.jimcdn.com/app/cms/image/transf/none/path/sb0abad0b84d20c80/image/i633232ce1c8e5dc8/version/1406997316/tangram-concave-polygon.png,"{""MoveShapeSequence"":[7,3,1,7,2,5,6,4],""SevenShapeInfo"":[{""shapeId"":1,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":2.0,""y"":3.5999999046325685},""shapePositionIds"":{""x"":20.0,""y"":36.0},""shapeRotation"":{""x"":45.000003814697269,""y"":90.0,""z"":90.0},""shapeRotationId"":6},{""shapeId"":2,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":-0.10000002384185791,""y"":1.399999976158142},""shapePositionIds"":{""x"":-1.0,""y"":14.0},""shapeRotation"":{""x"":315.0,""y"":270.0,""z"":90.00000762939453},""shapeRotationId"":12},{""shapeId"":3,""shapeType"":3,""rotationType"":0,""shapePosition"":{""x"":1.0,""y"":2.5},""shapePositionIds"":{""x"":10.0,""y"":25.0},""shapeRotation"":{""x"":314.9999694824219,""y"":90.0,""z"":90.0},""shapeRotationId"":0},{""shapeId"":4,""shapeType"":4,""rotationType"":0,""shapePosition"":{""x"":1.5,""y"":-0.19999998807907105},""shapePositionIds"":{""x"":15.0,""y"":-2.0},""shapeRotation"":{""x"":314.9999694824219,""y"":270.0,""z"":270.0},""shapeRotationId"":6},{""shapeId"":5,""shapeType"":1,""rotationType"":0,""shapePosition"":{""x"":1.0,""y"":1.399999976158142},""shapePositionIds"":{""x"":10.0,""y"":14.0},""shapeRotation"":{""x"":90.0,""y"":0.000008451926078123506,""z"":0.0},""shapeRotationId"":9},{""shapeId"":6,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":-1.100000023841858,""y"":-0.699999988079071},""shapePositionIds"":{""x"":-11.0,""y"":-7.0},""shapeRotation"":{""x"":315.0,""y"":270.0,""z"":270.0},""shapeRotationId"":18},{""shapeId"":7,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":-1.0,""y"":3.5999999046325685},""shapePositionIds"":{""x"":-10.0,""y"":36.0},""shapeRotation"":{""x"":44.99998474121094,""y"":270.0,""z"":90.0},""shapeRotationId"":6}]}",78
3/14/2020 15:38:13,,https://image.jimcdn.com/app/cms/image/transf/none/path/sb0abad0b84d20c80/image/i9877b1d428ea21c4/version/1407242454/tangram-two.png,"{""MoveShapeSequence"":[6,7,4,7,6,5,2,5,2,5,1,3,1,4,6,3,1,4],""SevenShapeInfo"":[{""shapeId"":1,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":-2.0,""y"":2.9000000953674318},""shapePositionIds"":{""x"":-20.0,""y"":29.0},""shapeRotation"":{""x"":-0.000010245284101983998,""y"":90.0,""z"":90.0},""shapeRotationId"":3},{""shapeId"":2,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":0.8999999761581421,""y"":-1.7000000476837159},""shapePositionIds"":{""x"":9.0,""y"":-17.0},""shapeRotation"":{""x"":90.0,""y"":0.000004829672889172798,""z"":0.0},""shapeRotationId"":9},{""shapeId"":3,""shapeType"":3,""rotationType"":0,""shapePosition"":{""x"":-0.5,""y"":2.9000000953674318},""shapePositionIds"":{""x"":-5.0,""y"":29.0},""shapeRotation"":{""x"":0.000006830189249740215,""y"":90.0,""z"":90.0},""shapeRotationId"":3},{""shapeId"":4,""shapeType"":4,""rotationType"":0,""shapePosition"":{""x"":-1.3000000715255738,""y"":1.5},""shapePositionIds"":{""x"":-13.0,""y"":15.0},""shapeRotation"":{""x"":0.000010245284101983998,""y"":90.0,""z"":270.0},""shapeRotationId"":-3},{""shapeId"":5,""shapeType"":1,""rotationType"":0,""shapePosition"":{""x"":1.600000023841858,""y"":-1.0},""shapePositionIds"":{""x"":16.0,""y"":-10.0},""shapeRotation"":{""x"":44.999996185302737,""y"":270.0,""z"":90.00000762939453},""shapeRotationId"":6},{""shapeId"":6,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":0.19999998807907105,""y"":1.7000000476837159},""shapePositionIds"":{""x"":2.0,""y"":17.0},""shapeRotation"":{""x"":315.0,""y"":90.0,""z"":90.0},""shapeRotationId"":0},{""shapeId"":7,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":-1.3000000715255738,""y"":-1.0},""shapePositionIds"":{""x"":-13.0,""y"":-10.0},""shapeRotation"":{""x"":-0.00001366037849948043,""y"":90.0,""z"":90.0},""shapeRotationId"":3}]}",144
3/13/2020 11:51:39,,https://image.jimcdn.com/app/cms/image/transf/none/path/sb0abad0b84d20c80/image/ibbb831942f970abb/version/1406966330/tangram-incomplete-triangle-2.png,"{""MoveShapeSequence"":[5,7,3,6,1,6,4,2,3,1,3,4,7,4,5,3,2,3,6,1,3,2,3],""SevenShapeInfo"":[{""shapeId"":1,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":0.699999988079071,""y"":1.399999976158142},""shapePositionIds"":{""x"":7.0,""y"":14.0},""shapeRotation"":{""x"":-0.000010245284101983998,""y"":90.0,""z"":90.0},""shapeRotationId"":3},{""shapeId"":2,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":-0.6000000238418579,""y"":-0.09999999403953552},""shapePositionIds"":{""x"":-6.0,""y"":-1.0},""shapeRotation"":{""x"":0.0000017075473124350538,""y"":270.0,""z"":90.00000762939453},""shapeRotationId"":9},{""shapeId"":3,""shapeType"":3,""rotationType"":0,""shapePosition"":{""x"":0.800000011920929,""y"":-0.09999999403953552},""shapePositionIds"":{""x"":8.0,""y"":-1.0},""shapeRotation"":{""x"":270.0,""y"":-0.0000012074182222931996,""z"":0.0},""shapeRotationId"":3},{""shapeId"":4,""shapeType"":4,""rotationType"":0,""shapePosition"":{""x"":-0.6000000238418579,""y"":0.6000000238418579},""shapePositionIds"":{""x"":-6.0,""y"":6.0},""shapeRotation"":{""x"":90.0,""y"":0.000008451926078123506,""z"":0.0},""shapeRotationId"":9},{""shapeId"":5,""shapeType"":1,""rotationType"":0,""shapePosition"":{""x"":0.0,""y"":2.0},""shapePositionIds"":{""x"":0.0,""y"":20.0},""shapeRotation"":{""x"":315.0,""y"":90.0,""z"":270.0},""shapeRotationId"":18},{""shapeId"":6,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":2.9000000953674318,""y"":0.5},""shapePositionIds"":{""x"":29.0,""y"":5.0},""shapeRotation"":{""x"":90.0,""y"":0.000008451926078123506,""z"":0.0},""shapeRotationId"":9},{""shapeId"":7,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":-2.799999952316284,""y"":0.6000000238418579},""shapePositionIds"":{""x"":-28.0,""y"":6.0},""shapeRotation"":{""x"":90.0,""y"":180.0,""z"":0.0},""shapeRotationId"":3}]}",85
3/21/2020 15:30:03,,https://image.jimcdn.com/app/cms/image/transf/none/path/sb0abad0b84d20c80/image/i3c8fec3d184040f7/version/1407178480/tangram-swan.png,"{""MoveShapeSequence"":[2,4,5,3,5,1,7,5,6,7],""SevenShapeInfo"":[{""shapeId"":1,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":3.799999952316284,""y"":0.8999999761581421},""shapePositionIds"":{""x"":38.0,""y"":9.0},""shapeRotation"":{""x"":314.9999694824219,""y"":270.0,""z"":90.0},""shapeRotationId"":12},{""shapeId"":2,""shapeType"":0,""rotationType"":0,""shapePosition"":{""x"":3.5,""y"":4.200000286102295},""shapePositionIds"":{""x"":35.0,""y"":42.0},""shapeRotation"":{""x"":90.0,""y"":-0.000014489023669739254,""z"":0.0},""shapeRotationId"":9},{""shapeId"":3,""shapeType"":3,""rotationType"":0,""shapePosition"":{""x"":2.799999952316284,""y"":1.9000000953674317},""shapePositionIds"":{""x"":28.0,""y"":19.0},""shapeRotation"":{""x"":315.0,""y"":270.0,""z"":90.0},""shapeRotationId"":0},{""shapeId"":4,""shapeType"":4,""rotationType"":0,""shapePosition"":{""x"":2.3000001907348635,""y"":3.4000000953674318},""shapePositionIds"":{""x"":23.0,""y"":34.0},""shapeRotation"":{""x"":315.0,""y"":90.0,""z"":90.0},""shapeRotationId"":0},{""shapeId"":5,""shapeType"":1,""rotationType"":0,""shapePosition"":{""x"":2.3000001907348635,""y"":-0.09999999403953552},""shapePositionIds"":{""x"":23.0,""y"":-1.0},""shapeRotation"":{""x"":45.000022888183597,""y"":90.0,""z"":270.0},""shapeRotationId"":0},{""shapeId"":6,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":0.800000011920929,""y"":0.0},""shapePositionIds"":{""x"":8.0,""y"":0.0},""shapeRotation"":{""x"":0.0,""y"":90.0,""z"":90.0},""shapeRotationId"":3},{""shapeId"":7,""shapeType"":2,""rotationType"":0,""shapePosition"":{""x"":0.19999998807907105,""y"":1.5},""shapePositionIds"":{""x"":2.0,""y"":15.0},""shapeRotation"":{""x"":44.999996185302737,""y"":270.0,""z"":90.00000762939453},""shapeRotationId"":6}]}",278
